,Title,Artist,Date,track_id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,explicit,billboard_hot_100,Popularity,Release_Year
1713,When The Party's Over, Billie Eilish,29-06-2019,43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97E-05,0.0897,0.198,82.642,196077,4,FALSE,1,84,2019
1714,Envy Me, Calboy,29-06-2019,7rvyVWja33WG9R97oeJAjx,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042,120133,4,TRUE,1,75,2019
1715,Miss Me More, Kelsea Ballerini,29-06-2019,5NfJGBAL9mgFPRQxKJmiX2,0.643,0.72,2,-7.146,1,0.0527,0.014,0,0.0834,0.491,96.028,192840,4,FALSE,1,64,2018
1716,Sanctuary, Joji,29-06-2019,0rOLFkjY5DSIViVBNnzOuK,0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,180019,4,FALSE,1,77,2020
1717,Rescue Me, Marshmello Featuring A Day To Remember,29-06-2019,35rozLoS6QLE8HX8qswM3k,0.433,0.905,11,-2.171,1,0.101,0.00803,0,0.337,0.375,148.149,237203,4,FALSE,1,61,2019
1718,Te Robare, Nicky Jam X Ozuna,29-06-2019,4PJ3umtW1aWdfh5EITHc6T,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51E-05,0.0813,0.797,175.997,201818,4,FALSE,1,73,2019
1719,Racks In The Middle, Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,29-06-2019,6ya8ejoKgw906Y8LWclqrp,0.671,0.833,5,-5.152,0,0.395,0.0825,0,0.0726,0.702,79.351,233278,4,TRUE,1,68,2019
1720,Beautiful Crazy, Luke Combs,22-06-2019,2rxQMGVafnNaRaXlRMWPde,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,193200,4,FALSE,1,80,2018
1721,Close Friends, Lil Baby,22-06-2019,5nzhL67GpF9szXWg5y509A,0.676,0.578,10,-4.669,0,0.375,0.0509,0,0.0796,0.698,158.896,203881,4,TRUE,1,76,2018
1722,Bury A Friend, Billie Eilish,22-06-2019,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,FALSE,1,78,2019
1723,Put A Date On It, Yo Gotti Featuring Lil Baby,22-06-2019,6PRh0ilIMEP1xlUHqalnkD,0.835,0.659,4,-5.696,1,0.31,0.0123,0,0.372,0.579,129.93,195257,4,TRUE,1,57,2019
1724,Heaven, Avicii,22-06-2019,0vrmHPfoBadXVr2n0m1aqZ,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262,4,FALSE,1,70,2019
1725,Please Tell Me, Future,22-06-2019,4ANFPo7dzs2DdPuONXC9bp,0.881,0.549,10,-5.589,1,0.272,0.0091,0,0.137,0.202,144.019,204520,4,TRUE,1,50,2019
1726,On My Way To You, Cody Johnson,22-06-2019,3OjNkFFZavF89xvRqWCXmU,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61E-05,0.0866,0.245,157.97,213307,4,FALSE,1,67,2019
1727,Amor Genuino, Ozuna,22-06-2019,3xEozpt8pAptvpH69iJhOw,0.434,0.314,10,-7.78,0,0.0577,0.786,0,0.163,0.347,175.077,178160,4,FALSE,1,63,2019
1728,XanaX Damage, Future,22-06-2019,3tZ4zv4UuenjJGSNUMfBNG,0.551,0.609,7,-8.975,1,0.143,0.368,0.000154,0.192,0.324,139.084,104013,4,TRUE,1,53,2019
1729,Government Official, Future,22-06-2019,2QEnZJ8FwpBoyLKcFcgceT,0.801,0.774,1,-5.125,1,0.157,0.0365,3.03E-06,0.114,0.321,144.988,150760,4,TRUE,1,49,2019
1730,Murder On My Mind, YNW Melly,15-06-2019,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06E-06,0.11,0.74,115.007,268434,4,TRUE,1,81,2018
1731,Isis, Joyner Lucas Featuring Logic,15-06-2019,4h7qcXBtaOJnmrapxoWxGf,0.884,0.936,1,-3.931,1,0.167,0.206,0,0.262,0.758,120.004,236501,4,TRUE,1,74,2020
1732,Boy With Luv, BTS Featuring Halsey,15-06-2019,4a9tbd947vo9K8Vti9JwcI,0.645,0.862,11,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,229773,4,FALSE,1,80,2019
1733,Shut Up About Politics, John Rich Featuring The Five,15-06-2019,2E2KWu51sMGFJRA2iGL7OF,0.664,0.848,2,-3.528,1,0.0661,0.00765,0,0.149,0.702,136.144,137173,4,FALSE,1,25,2019
1734,Under Enemy Arms, Trippie Redd,15-06-2019,5tRa5hnltiyqY63rWOfnO2,0.751,0.756,9,-5.453,0,0.0375,0.257,0,0.0582,0.644,129.954,162528,4,TRUE,1,56,2019
1735,Night Shift, Jon Pardi,15-06-2019,0bPnT6i9H1p8Vd85GS6Z7I,0.63,0.754,2,-3.564,1,0.0284,0.0963,0,0.268,0.73,95.999,172253,4,FALSE,1,72,2016
1736,A Lot, 21 Savage,08-06-2019,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4,TRUE,1,81,2018
1737,Thotiana, Blueface,08-06-2019,5GBuCHuPKx6UC7VsSPK0t3,0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,129264,4,TRUE,1,69,2018
1738,Higher, DJ Khaled Featuring Nipsey Hussle & John Legend,08-06-2019,6O10oTtZIZ4DkkUqyfCbrR,0.351,0.956,7,-1.996,1,0.245,0.0949,0,0.226,0.446,83.655,176875,4,TRUE,1,52,2019
1739,Who Do You Love, The Chainsmokers Featuring 5 Seconds Of Summer,08-06-2019,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,3,-4.595,1,0.0461,0.0101,0,0.208,0.475,139.927,226733,4,TRUE,1,75,2019
1740,Don't Call Me Up, Mabel,08-06-2019,5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,0.296,3.01E-06,0.0793,0.234,98.994,178480,4,FALSE,1,80,2019
1741,Earth, Lil Dicky,08-06-2019,2S1LebN6AXXQqJolBxlWgO,0.694,0.664,2,-4.649,1,0.05,0.639,0,0.0929,0.676,95.941,281500,4,TRUE,1,66,2019
1742,HP, Maluma,08-06-2019,1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14E-06,0.188,0.618,91.98,184436,4,TRUE,1,75,2019
1743,Mixed Personalities, YNW Melly Featuring Kanye West,08-06-2019,6vWEAOUSxohKxhp0K1BsxL,0.661,0.44,2,-9.104,1,0.0803,0.457,0,0.128,0.352,149.937,230400,4,TRUE,1,74,2019
1744,Paradise, Bazzi,08-06-2019,0Rx0DJI556Ix5gBny6EWmn,0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,169038,4,TRUE,1,78,2019
1745,Girls Like You, Maroon 5 Featuring Cardi B,01-06-2019,6OEHjJJvdkk1Ln0p0AZdyz,0.611,0.462,0,-7.054,1,0.0646,0.558,1.01E-06,0.131,0.377,59.635,215230,4,TRUE,1,65,2018
1746,I Think," Tyler, The Creator",01-06-2019,4f8Mh5wuWHOsfXtzjrJB3t,0.826,0.579,8,-8.241,0,0.0801,0.00881,0,0.129,0.431,121.075,212013,4,TRUE,1,74,2019
1747,Celebrate, DJ Khaled Featuring Travis Scott & Post Malone,01-06-2019,0b6UoVjUzFyZNpHI0aAhKt,0.362,0.714,9,-3.07,0,0.0835,0.269,0,0.21,0.309,67.4,206499,4,FALSE,1,59,2019
1748,Jealous," DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",01-06-2019,6Dq8FZrvx9S28iyaKSwn9x,0.614,0.685,10,-3.684,1,0.147,0.0133,0,0.313,0.61,94.9,255102,4,TRUE,1,60,2019
1749,Running Out Of Time," Tyler, The Creator",01-06-2019,5QvBXUm5MglLJ3iBfTX2Wo,0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,177227,4,TRUE,1,72,2019
1750,Igor's Theme," Tyler, The Creator",01-06-2019,51RN0kzWd7xeR4th5HsEtW,0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,200693,4,FALSE,1,70,2019
1751,New Magic Wand," Tyler, The Creator",01-06-2019,0fv2KH6hac06J86hBUTcSf,0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,195320,4,TRUE,1,84,2019
1752,A Boy Is A Gun," Tyler, The Creator",01-06-2019,1nXZnTALNXiPlvXotqHm66,0.417,0.689,2,-8.302,0,0.178,0.575,0,0.496,0.505,79.568,210253,4,TRUE,1,73,2019
1753,What's Good," Tyler, The Creator",01-06-2019,6bOkaEXc5CopinGazSLokx,0.458,0.909,1,-6.553,1,0.487,0.0567,4.26E-06,0.11,0.449,118.227,205627,4,TRUE,1,68,2019
1754,Puppet," Tyler, The Creator",01-06-2019,0wEC0GNF74lAqrEFZJMl1m,0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013,4,TRUE,1,70,2019
1755,Weather The Storm, DJ Khaled Featuring Meek Mill & Lil Baby,01-06-2019,6xVhqLT40s5sVhepe9Mckc,0.515,0.802,2,-2.655,0,0.283,0.18,0,0.241,0.279,76.069,153337,4,TRUE,1,51,2019
1756,Here Tonight, Brett Young,01-06-2019,38nVuIj9mi5a8oopOJhSJk,0.517,0.776,11,-5.271,1,0.0362,0.0144,0,0.113,0.448,96.002,216533,4,FALSE,1,63,2018
1757,Be Alright, Dean Lewis,25-05-2019,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,196373,4,TRUE,1,83,2018
1758,Drip Too Hard, Lil Baby & Gunna,25-05-2019,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4,TRUE,1,84,2018
1759,"Thank U, Next", Ariana Grande,25-05-2019,3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4,TRUE,1,84,2019
1760,Baby Shark, Pinkfong,25-05-2019,5ygDXis42ncn6kYG14lEVG,0.829,0.886,8,-1.746,1,0.112,0.259,0,0.0559,0.777,115.056,80927,4,FALSE,1,78,2017
1761,Make It Sweet, Old Dominion,25-05-2019,3Mnr3yyQk1aUPYgbpOQE31,0.424,0.837,7,-4.453,1,0.0472,0.0373,0,0.0665,0.554,180.175,187000,4,FALSE,1,63,2019
1762,Shot Clock, Ella Mai,25-05-2019,2GlATHCDbLW7xq5BE0Bz5g,0.512,0.512,4,-6.008,0,0.285,0.654,0,0.148,0.434,95.11,201609,1,TRUE,1,66,2018
1763,I'm So Tired..., Lauv & Troye Sivan,25-05-2019,4vjpLMyL3ZO6aphdYr8XYw,0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211,162583,4,FALSE,1,79,2020
1764,You Should See Me In A Crown, Billie Eilish,25-05-2019,3XF5xLJHOQQRbWya6hBp7d,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4,FALSE,1,79,2019
1765,SOS, Avicii Featuring Aloe Blacc,25-05-2019,2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202,4,FALSE,1,75,2019
1766,Wish You Were Gay, Billie Eilish,25-05-2019,3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028,221543,4,FALSE,1,78,2019
1767,That's A Rack, Lil Uzi Vert,25-05-2019,4pCEIQ6wBVuaJdER5bALtO,0.852,0.432,1,-8.04,0,0.501,0.0599,0,0.146,0.258,140.042,236571,4,TRUE,1,64,2019
1768,Rule The World, 2 Chainz Featuring Ariana Grande,25-05-2019,1R6VwZ8TuHRzxZUxe88n4I,0.592,0.584,8,-6.232,0,0.0893,0.158,2.63E-06,0.132,0.447,88.073,245893,4,TRUE,1,57,2019
1769,Die Young, Roddy Ricch,25-05-2019,3wLtYwtqvKK2ewelSVPeDK,0.688,0.656,4,-5.541,0,0.276,0.218,0,0.115,0.365,160.414,157657,4,TRUE,1,70,2018
1770,Close To Me, Ellie Goulding X Diplo Featuring Swae Lee,18-05-2019,5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,1,-5.029,0,0.0618,0.0954,0,0.394,0.493,144.107,182623,4,TRUE,1,69,2018
1771,You Say, Lauren Daigle,18-05-2019,6Up545NUflOiXo8cEraH49,0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,147.873,274693,4,FALSE,1,77,2018
1772,Swervin, A Boogie Wit da Hoodie Featuring 6ix9ine,18-05-2019,1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487,4,TRUE,1,79,2018
1773,Power Is Power," SZA, The Weeknd & Travis Scott",18-05-2019,4cbdPT6uaBOgOQe3fLMofl,0.507,0.644,4,-7.485,1,0.0641,0.00413,0,0.217,0.172,179.913,211267,4,FALSE,1,67,2019
1774,Middle Child, PnB Rock & XXXTENTACION,18-05-2019,4AEzAEnbm9uRgbmTdeI63K,0.75,0.567,0,-6.4,1,0.48,0.137,0,0.109,0.398,151.895,151574,4,TRUE,1,67,2019
1775,I've Been Waiting, Lil Peep & iLoveMakonnen Featuring Fall Out Boy,18-05-2019,2v5JTeM6hSmi5wWy7jiwrI,0.741,0.845,5,-3.568,0,0.0381,0.15,0,0.174,0.926,129.939,233613,4,TRUE,1,71,2019
1776,Secreto, Anuel AA & Karol G,18-05-2019,13Gy3YnJuOIDKxZdlo83oZ,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,258800,4,FALSE,1,2,2022
1777,Faucet Failure, Ski Mask The Slump God,18-05-2019,1ThmUihH9dF8EV08ku5AXN,0.935,0.552,10,-9.373,0,0.335,0.111,0,0.0952,0.615,99.993,145627,4,TRUE,1,78,2018
1778,Youngblood, 5 Seconds Of Summer,11-05-2019,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,FALSE,1,83,2018
1779,Floating, ScHoolboy Q Featuring 21 Savage,11-05-2019,4NN6N5TxBO5k9uqu0W4gfQ,0.906,0.545,11,-4.977,0,0.344,0.181,0,0.091,0.543,139.932,186827,4,TRUE,1,65,2019
1780,CHopstix, ScHoolboy Q + Travis Scott,11-05-2019,2EGtBS7Ws3ajiSkJLviFJ4,0.958,0.597,9,-7.092,0,0.111,0.0457,0,0.138,0.619,127.931,180453,4,TRUE,1,58,2019
1781,Light It Up," Marshmello, Tyga & Chris Brown",11-05-2019,4Q8aDd3H6LF8t4eY7So9O8,0.81,0.625,11,-3.593,0,0.071,0.0407,1.53E-06,0.118,0.598,100.019,137448,4,TRUE,1,60,2019
1782,Numb Numb Juice, ScHoolboy Q,11-05-2019,6tByydPskASjm9jTPkNQq0,0.885,0.492,1,-6.015,1,0.367,0.00172,7.79E-05,0.081,0.203,156.958,107147,4,TRUE,1,68,2019
1783,Love Me Anyway, P!nk Featuring Chris Stapleton,11-05-2019,4Kmp7D3Gg95xv5dzg2mPMq,0.368,0.321,3,-5.904,1,0.0272,0.769,0,0.135,0.0673,139.001,188120,4,FALSE,1,59,2019
1784,Stop Snitching, YG,11-05-2019,5IjRKZlpKVBBRn0COL7pik,0.842,0.743,7,-4.43,1,0.329,0.00531,3.69E-06,0.151,0.622,180.917,149880,4,TRUE,1,62,2019
1785,Kill This Love, BLACKPINK,11-05-2019,6hvczQ05jc1yGlp9zhb95V,0.763,0.835,2,-5.234,0,0.191,0.323,0.00221,0.225,0.645,131.875,191050,4,FALSE,1,78,2019
1786,Better Now, Post Malone,04-05-2019,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4,TRUE,1,83,2018
1787,Bad Liar, Imagine Dragons,04-05-2019,2RSHsoi04658QL5xgQVov3,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4,FALSE,1,81,2018
1788,Slide, French Montana Featuring Blueface & Lil Tjay,04-05-2019,40Zb4FZ6nS1Hj8RVfaLkCV,0.532,0.704,5,-3.895,0,0.26,0.093,0,0.184,0.591,96.004,186344,4,TRUE,1,58,2019
1789,Saturday Nights, Khalid & Kane Brown,04-05-2019,5kfNriitmkNE8mUbZ7gbq8,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02E-05,0.11,0.341,167.923,210667,4,FALSE,1,73,2018
1790,Pure Cocaine, Lil Baby,04-05-2019,577YBGuskWkVDCxZrLRB4v,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57E-06,0.115,0.107,127.05,154024,4,TRUE,1,77,2018
1791,This Is It, Scotty McCreery,04-05-2019,74CEfiZthUGX5yUNNUM4bj,0.579,0.511,8,-6.788,1,0.0293,0.254,0,0.099,0.594,78.003,230973,4,FALSE,1,67,2018
1792,My Strange Addiction, Billie Eilish,04-05-2019,3Tc57t9l2O8FwQZtQOvPXK,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4,FALSE,1,75,2019
1793,Let Me Down Slowly, Alec Benjamin + Alessia Cara,04-05-2019,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,4,FALSE,1,85,2018
1794,Xanny, Billie Eilish,04-05-2019,4QIo4oxwzzafcBWkKjDpXY,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4,FALSE,1,75,2019
1795,One That Got Away, Michael Ray,04-05-2019,2TLDilmv1UmRTfyb7f2Hrx,0.565,0.825,10,-4.245,1,0.0417,0.00303,0,0.0779,0.609,160.003,218733,4,FALSE,1,55,2018
1796,MIA, Bad Bunny Featuring Drake,27-04-2019,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,FALSE,1,80,2018
1797,Tequila, Dan + Shay,27-04-2019,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0.0281,0.0312,0,0.132,0.494,86.016,196747,4,FALSE,1,74,2018
1798,Money, Cardi B,27-04-2019,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,8,-6.508,0,0.29,0.00534,0,0.11,0.219,130.003,183527,4,TRUE,1,76,2018
1799,Blue On Black," Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",27-04-2019,0JHREzo9WzIP4vyybhSKPa,0.448,0.871,7,-4.911,1,0.0349,0.00182,1.72E-05,0.0832,0.404,156.049,274615,4,FALSE,1,63,2019
1800,Double Up, Nipsey Hussle Featuring Belly & DOM KENNEDY,27-04-2019,4iVD0fTHGxV9JWloujsL3s,0.604,0.436,2,-8.32,1,0.188,0.0544,0.000242,0.162,0.239,107.978,361280,4,TRUE,1,69,2018
1801,Undrunk, FLETCHER,27-04-2019,1Pj5oOFzLYELyyeh1IYRK0,0.442,0.579,5,-6.484,1,0.145,0.489,1.04E-06,0.126,0.546,83.336,183428,4,TRUE,1,67,2019
1802,Last Time That I Checc'd, Nipsey Hussle Featuring YG,27-04-2019,39xWBHPM4E9MwzEy5gbM7p,0.711,0.746,1,-4.224,1,0.253,0.0289,0,0.371,0.279,96.024,225573,4,TRUE,1,63,2018
1803,There Was This Girl, Riley Green,27-04-2019,7grWGhX8SHNmyGOkMNVMCt,0.616,0.877,1,-4.223,1,0.0347,0.00258,2.56E-06,0.114,0.94,127.981,194427,4,FALSE,1,68,2019
1804,My Bad, Khalid,20-04-2019,1DUSuNhF8P5vUGNPpQiZa5,0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999,166101,4,FALSE,1,62,2019
1805,Outta My Head, Khalid With John Mayer,20-04-2019,09oZ9eXQ2fo6YDrPzJqAoP,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,177067,4,FALSE,1,68,2019
1806,Monopoly, Ariana Grande & Victoria Monet,20-04-2019,6tsOcBnaKgzK22yEiqRh8P,0.892,0.507,0,-8.282,1,0.378,0.704,3.14E-05,0.109,0.695,143.96,158587,4,TRUE,1,68,2019
1807,Don't Pretend, Khalid x SAFE,20-04-2019,1E6DEDWDKHoOW0fcFuDghV,0.697,0.551,11,-8.833,1,0.0815,0.258,0.00551,0.124,0.219,89,165840,4,FALSE,1,61,2019
1808,Bad Luck, Khalid,20-04-2019,2vsuel3g4zaLYSOY0mOMbi,0.432,0.52,1,-5.515,0,0.0548,0.277,0.371,0.138,0.303,164.047,231653,4,FALSE,1,63,2019
1809,Inmortal, Aventura,20-04-2019,2swZ0X1njeU32SNJeBKIfW,0.77,0.775,8,-4.65,0,0.0349,0.178,0,0.0651,0.848,124.013,256440,4,FALSE,1,71,2019
1810,Dedication, Nipsey Hussle Featuring Kendrick Lamar,20-04-2019,6fIjnWrv46njJHLDAY2JdC,0.512,0.734,8,-5.448,0,0.438,0.431,0,0.226,0.168,93.995,245813,4,TRUE,1,63,2018
1811,Victory Lap, Nipsey Hussle Featuring Stacy Barthe,20-04-2019,6hkQ6OQ6nhe7QCckH91aGa,0.597,0.755,4,-2.209,0,0.052,0.0423,0,0.582,0.0467,89.146,238333,4,TRUE,1,62,2018
1812,ZEZE, Kodak Black Featuring Travis Scott & Offset,13-04-2019,0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4,TRUE,1,80,2018
1813,I Love You, Billie Eilish,13-04-2019,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,291796,4,FALSE,1,82,2019
1814,Ilomilo, Billie Eilish,13-04-2019,7qEKqBCD2vE5vIBsrUitpD,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,156371,4,FALSE,1,74,2019
1815,Listen Before I Go, Billie Eilish,13-04-2019,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3,FALSE,1,78,2019
1816,8, Billie Eilish,13-04-2019,6X29iaaazwho3ab7GNue5r,0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,173202,4,FALSE,1,71,2019
1817,Twerk, City Girls Featuring Cardi B,13-04-2019,2Ty7EDf9XLYzEUqEIwJfDC,0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56E-05,0.192,0.076,126.917,138542,4,TRUE,1,70,2021
1818,Lovely, Billie Eilish & Khalid,13-04-2019,7b4eqsDeLUzSrGth8uB2D1,0.292,0.296,4,-10.109,0,0.0359,0.934,0,0.095,0.112,115.046,200186,4,FALSE,1,26,2021
1819,I Can't Get Enough," benny blanco, Tainy, Selena Gomez & J Balvin",13-04-2019,273lYXqcPy5DNBIIK4s9Uj,0.541,0.467,10,-4.039,0,0.362,0.404,3.45E-06,0.358,0.69,95.263,158027,4,FALSE,1,8,2021
1820,Millionaire, Chris Stapleton,13-04-2019,68JS5SFTnW5Yv9Vzw81Jf0,0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,4,FALSE,1,72,2017
1821,Girl Like You, Jason Aldean,13-04-2019,7K0lR5Ngf5jkOWt1g6ut6l,0.543,0.88,3,-4.204,0,0.0365,0.035,0.000227,0.304,0.483,144.057,193067,4,FALSE,1,64,2018
1822,I Like It," Cardi B, Bad Bunny & J Balvin",06-04-2019,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,TRUE,1,82,2018
1823,Taki Taki," DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",06-04-2019,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,4,TRUE,1,79,2018
1824,Down To The Honkytonk, Jake Owen,06-04-2019,5g0XcG0apQTlO3X8r38vGf,0.634,0.808,3,-4.12,1,0.0517,0.192,0,0.0898,0.937,82.016,186867,4,TRUE,1,69,2019
1825,Price On My Head, NAV Featuring The Weeknd,06-04-2019,4hqOmrCCJKyiuwDexd8c2t,0.768,0.574,6,-6.104,0,0.136,0.384,1.65E-05,0.336,0.278,74.949,217776,4,TRUE,1,62,2019
1826,Confessions Of A Dangerous Mind, Logic,06-04-2019,6yIGZp1AaFBoDczu3b4hVU,0.806,0.756,7,-4.093,0,0.208,0.385,0,0.11,0.637,141.97,283867,4,TRUE,1,61,2019
1827,Take It From Me, Jordan Davis,06-04-2019,3dCZm5HrG0jIXAHfNkg2H0,0.592,0.891,10,-3.144,1,0.0512,0.0267,0,0.352,0.674,99.983,174255,4,FALSE,1,68,2018
1828,Splashin, Rich The Kid,06-04-2019,3KLo7ByvjCNyBrfz5DZ2mO,0.942,0.382,10,-8.099,1,0.564,0.00192,0,0.092,0.379,100.017,177864,4,TRUE,1,67,2019
1829,I, Lil Skies,06-04-2019,4ZT9FnbFu1PaBfV3itxiqT,0.649,0.453,6,-7.28,1,0.085,0.627,0,0.116,0.431,99.183,181891,4,TRUE,1,74,2019
1830,Hear Me Calling, Juice WRLD,06-04-2019,13ZyrkCDmRz5xY3seuAWYk,0.699,0.687,7,-3.997,0,0.106,0.308,3.63E-05,0.121,0.499,88.932,189977,4,TRUE,1,74,2019
1831,Undecided, Chris Brown,06-04-2019,58oryymPZNdtS2z8Une6NJ,0.407,0.612,5,-4.387,0,0.13,0.288,0,0.198,0.488,96.943,185000,4,TRUE,1,64,2019
1832,Calling My Spirit, Kodak Black,06-04-2019,2MShy1GSSgbmGUxADNIao5,0.91,0.366,1,-9.954,1,0.0941,0.0996,0,0.261,0.74,119.985,152000,4,TRUE,1,72,2018
1833,Last Hurrah, Bebe Rexha,06-04-2019,0i0wnv9UoFdZ5MfuFGQzMy,0.514,0.618,11,-4.585,0,0.0317,0.175,0,0.117,0.401,84.259,150333,4,FALSE,1,67,2019
1834,Love Wins, Carrie Underwood,06-04-2019,4XWnHzCRfRjaHRsTNeh3WR,0.523,0.865,7,-4.697,1,0.0989,0.0112,0,0.153,0.325,135.115,228640,4,FALSE,1,53,2018
1835,Sally Walker, Iggy Azalea,30-03-2019,1bPoQ1zaUWZmiYrckwfulU,0.905,0.492,8,-8.953,0,0.0936,0.0177,0,0.0994,0.605,140.076,178993,4,TRUE,1,62,2019
1836,Ella Quiere Beber, Anuel AA & Romeo Santos,30-03-2019,3f5lA8nnc4YYF1qf78WpHw,0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,FALSE,1,77,2018
1837,Fast, Juice WRLD,30-03-2019,6MjNilJCVKJq0LfFvo5jWJ,0.623,0.608,1,-5.937,0,0.0434,0.426,0,0.105,0.263,84.98,208518,4,TRUE,1,76,2019
1838,Wake Up In The Sky, Gucci Mane X Bruno Mars X Kodak Black,23-03-2019,0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.359,0.367,143.01,204665,4,TRUE,1,79,2018
